Orthogroup_ID	transcript_ID_native	Flybase	Flybase_summary	CAFE_p-value	I_luminosus_num_GF_members	A_verrucosus_num_GF_members	P_pyralis_num_GF_members	D_ponderosae_num_GF_members	B_siliquastri_num_GF_members	A_obtectus_num_GF_members	C_chinensis_num_GF_members	Z_morio_num_GF_members	D_melanogaster_num_GF_members	R_ferrugineus_num_GF_members	C_septempunctata_num_GF_members	T_castaneum_num_GF_members	C_maculatus_num_GF_members	T_molitor_num_GF_members	max_delta_GF
N0.HOG0000181	rna-NM_136899.4	FBgn0025454	The gene Cytochrome P450 6g1 is referred to in FlyBase by the symbol Dmel\Cyp6g1 (CG8453, FBgn0025454). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 2R:12185667..12188431. Its molecular function is described by: monooxygenase activity; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding; iron ion binding. It is involved in the biological process described with: response to DDT; insecticide catabolic process; response to mercury ion; response to organophosphorus; response to insecticide. 23 alleles are reported. The phenotypes of these alleles manifest in: sarcomere; M band; myofibril. The phenotypic classes of alleles include: increased fecundity; fertile; chemical resistant; chemical sensitive; flightless; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of extremely low expression.  Peak expression observed during late larval stages, in adult male stages.  		0.0	24	9	7	4	3	4	1	13	6	7	5	7	5	18	23
N0.HOG0000181	rna-NM_136362.3	FBgn0033065	The gene Cytochrome P450 6w1 is referred to in FlyBase by the symbol Dmel\Cyp6w1 (CG8345, FBgn0033065). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 2R:6173684..6176195. Its molecular function is described by: monooxygenase activity; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding; iron ion binding. It is involved in the biological process described with: response to DDT; insecticide catabolic process. 7 alleles are reported. No phenotypic data is available. No phenotypic class data is available. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of no expression detected.  Peak expression observed during late larval stages, in adult male stages.  		0.0	24	9	7	4	3	4	1	13	6	7	5	7	5	18	23
N0.HOG0000181	rna-NM_136901.2	FBgn0033697	The gene Cytochrome P450 6t3 is referred to in FlyBase by the symbol Dmel\Cyp6t3 (CG8457, FBgn0033697). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:12190682..12192436. Its molecular function is described by: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; monooxygenase activity; iron ion binding; heme binding. It is involved in the biological process described with: ecdysone biosynthetic process; response to DDT; insecticide catabolic process; regulation of developmental growth. 10 alleles are reported. The phenotypes of these alleles manifest in: mouth hook; pupa. The phenotypic classes of alleles include: abnormal developmental rate; increased body size; visible; viable; abnormal feeding behavior. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of low expression to a trough of extremely low expression.  Peak expression observed in adult male stages.  		0.0	24	9	7	4	3	4	1	13	6	7	5	7	5	18	23
N0.HOG0000181	rna-NM_134613.3	FBgn0031182	The gene Cytochrome P450 6t1 is referred to in FlyBase by the symbol Dmel\Cyp6t1 (CG1644, FBgn0031182). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is X:21517434..21519218. Its molecular function is described by: heme binding; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; monooxygenase activity. It is involved in the biological process described with: insecticide catabolic process; response to DDT. 6 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: fertile; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of extremely low expression.  Peak expression observed within 00-06 hour embryonic stages, at stages throughout the pupal period, in stages of adults of both sexes.  		0.0	24	9	7	4	3	4	1	13	6	7	5	7	5	18	23
N0.HOG0000181	rna-NM_134559.3	FBgn0031126	The gene Cytochrome P450 6v1 is referred to in FlyBase by the symbol Dmel\Cyp6v1 (CG1829, FBgn0031126). It is a protein_coding_gene from Dmel. It has 3 annotated transcripts and 3 polypeptides (1 unique). Gene sequence location is X:20657122..20661425. Its molecular function is described by: monooxygenase activity; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding; iron ion binding. It is involved in the biological process described with: insecticide catabolic process; response to DDT. 8 alleles are reported. The phenotype of these alleles manifest in: eye. The phenotypic classes of alleles include: fertile; abnormal size; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of low expression.  Peak expression observed within 00-06 hour embryonic stages, in adult female stages.  		0.0	24	9	7	4	3	4	1	13	6	7	5	7	5	18	23
N0.HOG0000181	rna-NM_136900.2	FBgn0033696	The gene Cytochrome P450 6g2 is referred to in FlyBase by the symbol Dmel\Cyp6g2 (CG8859, FBgn0033696). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:12188338..12190377. Its molecular function is described by 6 unique terms, many of which group under: oxidoreductase activity; catalytic activity; monooxygenase activity; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; binding. It is involved in the biological process described with: response to insecticide; response to DDT; insecticide catabolic process. 10 alleles are reported. The phenotype of these alleles manifest in: ovary. The phenotypic classes of alleles include: partially lethal; increased mortality; increased mortality during development; phenotype. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of extremely low expression.  Peak expression observed in adult male stages.  		0.0	24	9	7	4	3	4	1	13	6	7	5	7	5	18	23
N0.HOG0000188	rna-NM_001042896.3	FBgn0028931	This gene is referred to in FlyBase by the symbol Dmel\CG16863 (FBgn0028931). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (all unique). Gene sequence location is 2L:13790959..13793264. Its molecular function is described by: DNA binding. It is involved in the biological process described with: regulation of transcription by RNA polymerase II. 13 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of very low expression.  Peak expression observed within 00-12 hour embryonic stages.  		0.0	38	1	1	1	1	12	4	14	1	1	1	1	36	2	37
N0.HOG0000189	rna-NM_139760.2	FBgn0035670	This gene is referred to in FlyBase by the symbol Dmel\CG10472 (FBgn0035670). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3L:6061372..6062910. Its molecular function is described by: serine hydrolase activity; serine-type endopeptidase activity. It is involved in the biological process described with: innate immune response; proteolysis. 5 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of extremely high expression to a trough of very low expression.  Peak expression observed during late larval stages.  		0.0	22	5	1	10	5	9	5	19	4	6	2	5	7	11	21
N0.HOG0000189	rna-NM_139768.2	FBgn0035678	This gene is referred to in FlyBase by the symbol Dmel\CG10469 (FBgn0035678). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3L:6092188..6093313. Its molecular function is described by: serine-type endopeptidase activity; serine hydrolase activity. It is involved in the biological process described with: innate immune response; proteolysis. 4 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of very low expression.  Peak expression observed within 00-06 hour embryonic stages, during late larval stages, during early pupal stages, in adult female stages.  		0.0	22	5	1	10	5	9	5	19	4	6	2	5	7	11	21
N0.HOG0000189	rna-NM_139759.2	FBgn0035669	This gene is referred to in FlyBase by the symbol Dmel\CG6592 (FBgn0035669). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3L:6059658..6061378. Its molecular function is described by: serine-type endopeptidase activity. It is involved in the biological process described with: proteolysis; innate immune response. 4 alleles are reported. No phenotypic data is available. No phenotypic class data is available. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of no expression detected.  Peak expression observed during late pupal stages.  		0.0	22	5	1	10	5	9	5	19	4	6	2	5	7	11	21
N0.HOG0000189	rna-NM_001202197.1	FBgn0023197	The gene Jonah 74E is referred to in FlyBase by the symbol Dmel\Jon74E (CG6298, FBgn0023197). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3L:17548077..17549127. Its molecular function is described by: serine-type endopeptidase activity; serine hydrolase activity. It is involved in the biological process described with: proteolysis; innate immune response. 2 alleles are reported. No phenotypic data is available. No phenotypic class data is available. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of extremely low expression.  Peak expression observed during late larval stages.  		0.0	22	5	1	10	5	9	5	19	4	6	2	5	7	11	21
